timestamp,slug,working_filename,pile,status,attempts,elapsed_s,cost_usd,size_kb,error
2026-07-29T18:30:14.917837,how-to-get-accurate-driveway-quotes-from-contractors,hero-fresh-concrete-repair-patch.webp,A_REPLACE_PRIORITY,rendered,1,0,0.04,137.8,
2026-07-29T18:32:40.706458,best-driveway-material-for-kentucky-homes,hero-weathered-cobblestone-moss-joints.webp,A_REPLACE_PRIORITY,rendered,3,5.0,0.04,420.5,
2026-07-29T18:32:44.064240,concrete-vs-asphalt-driveway-the-ultimate-2026-comparison,hero-concrete-meets-asphalt-curb.webp,A_REPLACE_PRIORITY,rendered,1,2.8,0.04,230.8,
2026-07-29T18:32:47.923385,driveway-contractor-email-marketing-staying-in-touch,hero-sealed-paver-border-drive.webp,A_REPLACE_PRIORITY,rendered,1,3.4,0.04,162.2,
2026-07-29T18:32:51.403954,best-driveway-material-for-florida-homes,hero-broomed-concrete-expansion-joints.webp,A_REPLACE_PRIORITY,rendered,1,3.0,0.04,146.4,
2026-07-29T18:32:55.167913,driveway-permits-and-regulations-in-idaho,hero-long-gravel-fence-line.webp,A_REPLACE_PRIORITY,rendered,1,3.3,0.04,335.7,
2026-07-29T18:32:58.399338,best-de-icing-products-for-driveways-salt-vs-chemical-vs-natural,hero-rock-salt-icy-concrete.webp,A_REPLACE_PRIORITY,rendered,1,2.7,0.04,137.2,
2026-07-29T18:33:02.175853,driveway-material-comparison-cost-rankings,hero-crushed-stone-aggregate-detail.webp,A_REPLACE_PRIORITY,rendered,1,3.3,0.04,153.2,
2026-07-29T18:33:05.345315,driveway-polymer-overlay-decorative-and-protective,hero-stamped-resin-stone-pattern.webp,A_REPLACE_PRIORITY,rendered,1,2.7,0.04,130.9,
2026-07-29T18:33:09.818870,concrete-driveway-cost-in-michigan-2026-price-guide,hero-fresh-broom-finish-texture.webp,A_REPLACE_PRIORITY,rendered,1,4.0,0.04,113.7,
2026-07-29T18:33:13.867164,best-driveway-material-for-michigan-homes,hero-cracked-asphalt-rain-patches.webp,A_REPLACE_PRIORITY,rendered,1,3.5,0.04,252.5,
2026-07-29T18:33:17.970033,asphalt-driveway-cost-in-louisiana-local-pricing,hero-cracked-asphalt-crumbling-edges.webp,A_REPLACE_PRIORITY,rendered,1,3.6,0.04,167.0,
2026-07-29T18:33:22.376421,best-driveway-material-for-illinois-homes,hero-weathered-clay-paver-drive.webp,A_REPLACE_PRIORITY,rendered,1,3.9,0.04,383.4,
2026-07-29T18:33:25.824435,best-driveway-material-for-new-york-homes,hero-stamped-concrete-sunset-glow.webp,A_REPLACE_PRIORITY,rendered,1,2.9,0.04,312.2,
2026-07-29T18:33:29.282423,best-driveway-material-for-south-carolina-homes,hero-wet-chip-seal-rural-drive.webp,A_REPLACE_PRIORITY,rendered,1,2.9,0.04,228.0,
2026-07-29T18:33:32.459882,best-material-long-rural-driveway,hero-gravel-drive-open-meadow.webp,A_REPLACE_PRIORITY,rendered,1,2.7,0.04,303.3,
2026-07-29T18:33:36.330924,driveway-signage-stop-signs-speed-limits-and-address-markers,hero-paver-apron-street-entry.webp,A_REPLACE_PRIORITY,rendered,1,3.4,0.04,134.0,
2026-07-29T18:33:39.836004,driveway-expert-witness-when-disputes-need-professional-opinion,hero-cracked-concrete-slab-detail.webp,A_REPLACE_PRIORITY,rendered,1,3.0,0.04,217.1,
2026-07-29T18:33:42.983462,best-driveway-material-for-heavy-snow-regions-longevity-focus,hero-wet-sealed-concrete-drive.webp,A_REPLACE_PRIORITY,rendered,1,2.6,0.04,144.5,
2026-07-29T18:33:46.120162,asphalt-driveway-cost-in-connecticut-local-pricing,hero-fresh-asphalt-texture-closeup.webp,A_REPLACE_PRIORITY,rendered,1,2.6,0.04,165.5,
2026-07-29T18:33:49.799714,chip-seal-driveways-costs-and-longevity,hero-chip-seal-stone-texture.webp,A_REPLACE_PRIORITY,rendered,1,3.2,0.04,126.6,
2026-07-29T18:33:53.947639,driveway-permits-and-regulations-in-wisconsin,hero-staked-driveway-excavation-site.webp,A_REPLACE_PRIORITY,rendered,1,3.6,0.04,286.1,
2026-07-29T18:33:57.137966,property-tax-impact-of-driveway-improvements,hero-new-paver-drive-lawn.webp,A_REPLACE_PRIORITY,rendered,1,2.7,0.04,152.1,
2026-07-29T18:34:02.436272,driveway-base-subgrade,hero-compacted-gravel-base-layer.webp,A_REPLACE_PRIORITY,rendered,1,4.8,0.04,551.2,
2026-07-29T18:34:07.017708,best-driveway-material-for-ohio-homes,hero-smooth-concrete-suburban-drive.webp,A_REPLACE_PRIORITY,rendered,1,4.1,0.04,229.5,
2026-07-29T18:34:10.710084,driveway-pothole-repair-step-by-step-fix-guide,hero-pothole-fresh-patch-asphalt.webp,A_REPLACE_PRIORITY,rendered,1,3.2,0.04,158.9,
2026-07-29T18:34:14.759607,resin-bound-driveway-cost-per-square-foot-guide,hero-resin-bound-aggregate-texture.webp,A_REPLACE_PRIORITY,rendered,1,3.5,0.04,179.7,
2026-07-29T18:34:17.903530,resin-vs-block-paving-driveway-a-full-comparison,hero-resin-meets-paver-edge.webp,A_REPLACE_PRIORITY,rendered,1,2.6,0.04,100.4,
2026-07-29T18:34:21.223643,best-driveway-material-for-washington-homes,hero-rain-dark-asphalt-frontage.webp,A_REPLACE_PRIORITY,rendered,1,2.8,0.04,150.4,
2026-07-29T18:34:26.215970,budget-driveway-small-urban-lot,hero-ribbon-driveway-grass-median.webp,A_REPLACE_PRIORITY,rendered,1,4.5,0.04,263.7,
2026-07-29T18:34:29.782300,channel-drain-options-for-driveways,hero-channel-drain-grate-concrete.webp,A_REPLACE_PRIORITY,rendered,1,3.1,0.04,156.3,
2026-07-29T18:34:34.049838,driveway-roi-how-much-does-a-new-driveway-add-to-home-value,hero-evening-light-paver-drive.webp,A_REPLACE_PRIORITY,rendered,1,3.8,0.04,184.5,
2026-07-29T18:34:37.458537,best-driveway-material-for-california-homes,hero-sunlit-concrete-drive-entry.webp,A_REPLACE_PRIORITY,rendered,1,2.9,0.04,389.1,
2026-07-29T18:34:41.625303,driveway-sealing-cost-diy-vs-professional,hero-half-sealed-asphalt-drive.webp,A_REPLACE_PRIORITY,rendered,1,3.7,0.04,185.0,
2026-07-29T18:34:45.743291,best-driveway-material-for-virginia-homes,hero-weathered-asphalt-country-lane.webp,A_REPLACE_PRIORITY,rendered,1,3.6,0.04,408.9,
2026-07-29T18:34:49.810573,concrete-driveway-cost-in-north-carolina-2026-price-guide,hero-new-concrete-sawn-joints.webp,A_REPLACE_PRIORITY,rendered,1,3.6,0.04,258.2,
2026-07-29T18:34:53.385692,concrete-driveway-cost-in-ohio-2026-price-guide,hero-fresh-concrete-pour-forms.webp,A_REPLACE_PRIORITY,rendered,1,3.1,0.04,363.8,
2026-07-29T18:34:57.117077,driveway-slurry-seal-thin-protective-layer-application,hero-slurry-coated-asphalt-surface.webp,A_REPLACE_PRIORITY,rendered,1,3.2,0.04,425.5,
2026-07-29T18:35:00.855946,best-driveway-material-for-new-hampshire-homes,hero-weathered-paver-front-entry.webp,A_REPLACE_PRIORITY,rendered,1,3.2,0.04,109.6,
2026-07-29T18:35:04.773685,best-driveway-material-for-north-carolina-homes,hero-cobblestone-drive-evening-glow.webp,A_REPLACE_PRIORITY,rendered,1,3.4,0.04,303.0,
2026-07-29T18:35:08.622864,driveway-permits-and-regulations-in-kentucky,hero-concrete-apron-at-curb-cut.webp,A_REPLACE_PRIORITY,rendered,1,3.3,0.04,302.4,
2026-07-29T18:35:12.458647,driveway-sealing,hero-sealcoat-glossy-wet-edge.webp,A_REPLACE_PRIORITY,rendered,1,3.3,0.04,267.8,
2026-07-29T18:35:16.244995,driveway-water-absorption-rate-material-porosity-comparison,hero-water-beads-sealed-concrete.webp,A_REPLACE_PRIORITY,rendered,1,3.3,0.04,244.4,
2026-07-29T18:35:20.509952,accessible-driveway-design-ada-considerations,hero-wide-flush-concrete-entry-ramp.webp,A_REPLACE_PRIORITY,rendered,1,3.8,0.04,387.8,
2026-07-29T18:35:23.829541,asphalt-driveway-cost-in-arizona-local-pricing,hero-fresh-asphalt-mat-texture.webp,A_REPLACE_PRIORITY,rendered,1,2.8,0.04,177.8,
2026-07-29T18:35:27.716896,asphalt-driveway-cost-in-west-virginia-local-pricing,hero-cracked-asphalt-exposed-aggregate-stones.webp,A_REPLACE_PRIORITY,rendered,1,3.4,0.04,240.4,
2026-07-29T18:35:31.442962,asphalt-sealing-best-products-and-application-tips,hero-sealcoat-brush-strokes-blacktop.webp,A_REPLACE_PRIORITY,rendered,1,3.2,0.04,308.6,
2026-07-29T18:35:35.160009,best-budget-driveway-material-for-hot-climates,hero-gravel-lane-dry-sun.webp,A_REPLACE_PRIORITY,rendered,1,3.2,0.04,314.2,
2026-07-29T18:35:40.187106,best-driveway-material-for-coastal-and-salt-air-environments,hero-salt-stained-weathered-concrete.webp,A_REPLACE_PRIORITY,rendered,1,4.5,0.04,376.2,
2026-07-29T18:35:44.323121,best-driveway-material-for-hot-climates-longevity-focus,hero-brick-pavers-harsh-midday-sun.webp,A_REPLACE_PRIORITY,rendered,1,3.6,0.04,145.5,
2026-07-29T18:35:49.296658,best-driveway-material-for-west-virginia-homes,hero-gravel-bend-open-pasture.webp,A_REPLACE_PRIORITY,rendered,1,4.5,0.04,289.8,
2026-07-29T18:35:53.511306,coastal-regions-best-driveway-materials-for-california,hero-cobblestone-rounded-stones-dusk-light.webp,A_REPLACE_PRIORITY,rendered,1,3.7,0.04,177.8,
2026-07-29T18:35:57.296177,cold-climates-best-driveway-materials-for-michigan,hero-frost-dusted-concrete-morning.webp,A_REPLACE_PRIORITY,rendered,1,3.3,0.04,306.0,
2026-07-29T18:36:01.085854,driveway-before-and-after-concrete-transformation-gallery,hero-weathered-meets-fresh-concrete-pour.webp,A_REPLACE_PRIORITY,rendered,1,3.3,0.04,356.2,
2026-07-29T18:36:05.136103,driveway-concrete-reinforcement-methods-compared,hero-steel-rebar-grid-gravel-base.webp,A_REPLACE_PRIORITY,rendered,1,3.5,0.04,570.9,
2026-07-29T18:36:10.435593,driveway-paint-remover-safe-options-for-different-surfaces,hero-faded-paint-stain-concrete.webp,A_REPLACE_PRIORITY,rendered,1,4.8,0.04,277.2,
2026-07-29T18:36:14.696863,driveway-permits-and-regulations-in-arkansas,hero-driveway-apron-sidewalk-crossing.webp,A_REPLACE_PRIORITY,rendered,1,3.8,0.04,392.9,
2026-07-29T18:36:18.451065,driveway-permits-and-regulations-in-utah,hero-wide-curb-cut-entry.webp,A_REPLACE_PRIORITY,rendered,1,3.3,0.04,268.1,
2026-07-29T18:36:22.731035,driveway-weed-barrier-installation-under-pavers-and-gravel,hero-weed-barrier-fabric-gravel-base.webp,A_REPLACE_PRIORITY,rendered,1,3.8,0.04,419.9,
2026-07-29T18:36:27.288998,gravel-vs-paved-driveway-which-is-right-for-you,hero-loose-gravel-asphalt-edge.webp,A_REPLACE_PRIORITY,rendered,1,4.1,0.04,123.3,
2026-07-29T18:36:30.716691,hot-climates-best-driveway-materials-for-arizona,hero-pale-concrete-harsh-sun.webp,A_REPLACE_PRIORITY,rendered,1,2.9,0.04,219.0,
2026-07-29T18:36:34.337175,understanding-driveway-warranties-whats-covered,hero-cracked-concrete-slab-golden-light.webp,A_REPLACE_PRIORITY,rendered,1,3.1,0.04,247.1,
2026-07-29T18:36:38.940382,when-can-you-drive-and-park-on-a-new-driveway,hero-fresh-concrete-curing-sheen.webp,A_REPLACE_PRIORITY,rendered,1,4.1,0.04,249.5,
2026-07-29T18:36:43.255922,acid-staining-a-concrete-driveway-unique-effects,hero-acid-stained-swirl-pattern.webp,B_REPLACE_BULK,rendered,1,3.8,0.04,221.9,
2026-07-29T18:36:47.401228,airbnb-driveway-requirements-parking-for-short-term-rentals,hero-wide-paver-parking-apron.webp,B_REPLACE_BULK,rendered,1,3.6,0.04,402.4,
2026-07-29T18:36:51.243234,annual-driveway-maintenance-costs-by-material-type,hero-sealant-band-half-finished-asphalt.webp,B_REPLACE_BULK,rendered,1,3.3,0.04,250.6,
2026-07-29T18:36:54.884672,ant-hill-prevention-in-paver-driveways,hero-ant-hill-sand-mounds-pavers.webp,B_REPLACE_BULK,rendered,1,3.1,0.04,154.2,
2026-07-29T18:36:58.055818,anti-ice-coatings-for-driveways,hero-glossy-anti-ice-coating-concrete.webp,B_REPLACE_BULK,rendered,1,2.7,0.04,154.1,
2026-07-29T18:37:01.356905,apartment-complex-driveway-design,hero-wide-asphalt-entry-parking-bays.webp,B_REPLACE_BULK,rendered,1,2.8,0.04,364.2,
2026-07-29T18:37:04.819443,asphalt-compaction-tools-and-techniques,hero-plate-compactor-fresh-asphalt-mat.webp,B_REPLACE_BULK,rendered,1,3.0,0.04,217.7,
2026-07-29T18:37:09.642360,asphalt-driveway-alligator-cracking-what-it-means-and-how-to-fix-it,hero-alligator-crack-pattern-asphalt.webp,B_REPLACE_BULK,rendered,1,4.3,0.04,350.5,
2026-07-29T18:37:12.917369,asphalt-driveway-cost-in-alabama-local-pricing,hero-fresh-asphalt-aggregate-texture.webp,B_REPLACE_BULK,rendered,1,2.8,0.04,284.6,
2026-07-29T18:37:16.668898,asphalt-driveway-cost-in-alaska-local-pricing,hero-asphalt-edge-form-board.webp,B_REPLACE_BULK,rendered,1,3.2,0.04,233.3,
2026-07-29T18:37:22.447005,asphalt-driveway-cost-in-arkansas-local-pricing,hero-long-asphalt-drive-sunset.webp,B_REPLACE_BULK,rendered,1,5.3,0.04,380.2,
2026-07-29T18:37:27.339768,asphalt-driveway-cost-in-california-local-pricing,hero-rain-beaded-sealed-asphalt.webp,B_REPLACE_BULK,rendered,1,4.4,0.04,189.3,
2026-07-29T18:37:31.246325,asphalt-driveway-cost-in-colorado-local-pricing,hero-asphalt-patch-seam-detail.webp,B_REPLACE_BULK,rendered,1,3.4,0.04,232.7,
2026-07-29T18:37:35.076696,asphalt-driveway-cost-in-delaware-local-pricing,hero-new-asphalt-crisp-lawn-edge.webp,B_REPLACE_BULK,rendered,1,3.3,0.04,190.9,
2026-07-29T18:37:38.884983,asphalt-driveway-cost-in-florida-local-pricing,hero-oil-spotted-faded-asphalt.webp,B_REPLACE_BULK,rendered,1,3.3,0.04,261.9,
2026-07-29T18:37:43.377533,asphalt-driveway-cost-in-georgia-local-pricing,hero-asphalt-meets-gravel-shoulder.webp,B_REPLACE_BULK,rendered,1,4.0,0.04,112.8,
2026-07-29T18:37:47.192293,asphalt-driveway-cost-in-idaho-local-pricing,hero-tack-coat-milled-joint.webp,B_REPLACE_BULK,rendered,1,3.3,0.04,191.4,
2026-07-29T18:37:51.180857,asphalt-driveway-cost-in-illinois-local-pricing,hero-wet-sealed-asphalt-reflections.webp,B_REPLACE_BULK,rendered,1,3.5,0.04,180.7,
2026-07-29T18:37:56.415593,asphalt-driveway-cost-in-indiana-local-pricing,hero-hairline-cracks-gray-asphalt.webp,B_REPLACE_BULK,rendered,1,4.7,0.04,206.9,
2026-07-29T18:38:01.880029,asphalt-driveway-cost-in-iowa-local-pricing,hero-weathered-asphalt-field-lane.webp,B_REPLACE_BULK,rendered,1,5.0,0.04,313.9,
2026-07-29T18:38:06.317064,asphalt-driveway-cost-in-kansas-local-pricing,hero-roller-marks-fresh-asphalt.webp,B_REPLACE_BULK,rendered,1,3.9,0.04,182.5,
2026-07-29T18:38:10.198495,asphalt-driveway-cost-in-kentucky-local-pricing,hero-patched-tire-paths-asphalt.webp,B_REPLACE_BULK,rendered,1,3.4,0.04,213.1,
2026-07-29T18:38:13.387306,asphalt-driveway-cost-in-maine-local-pricing,hero-fresh-asphalt-rain-sheen.webp,B_REPLACE_BULK,rendered,1,2.7,0.04,198.1,
2026-07-29T18:38:16.816011,asphalt-driveway-cost-in-maryland-local-pricing,hero-new-asphalt-curb-apron.webp,B_REPLACE_BULK,rendered,1,2.9,0.04,200.2,
2026-07-29T18:38:21.045322,asphalt-driveway-cost-in-massachusetts-local-pricing,hero-grass-edged-weathered-asphalt.webp,B_REPLACE_BULK,rendered,1,3.7,0.04,571.7,
2026-07-29T18:38:24.247688,asphalt-driveway-cost-in-michigan-local-pricing,hero-crack-sealant-ribbon-damp.webp,B_REPLACE_BULK,rendered,1,2.7,0.04,206.7,
2026-07-29T18:38:28.508827,asphalt-driveway-cost-in-minnesota-local-pricing,hero-cracked-drive-bright-sun.webp,B_REPLACE_BULK,rendered,1,3.8,0.04,290.6,
2026-07-29T18:38:32.056271,asphalt-driveway-cost-in-mississippi-local-pricing,hero-fresh-asphalt-sawn-edge.webp,B_REPLACE_BULK,rendered,1,3.0,0.04,95.6,
2026-07-29T18:38:35.251325,asphalt-driveway-cost-in-missouri-local-pricing,hero-fresh-asphalt-mat-overcast.webp,B_REPLACE_BULK,rendered,1,2.7,0.04,332.5,
2026-07-29T18:38:38.885514,asphalt-driveway-cost-in-montana-local-pricing,hero-asphalt-drive-open-fields.webp,B_REPLACE_BULK,rendered,1,3.1,0.04,219.4,
2026-07-29T18:38:42.069007,asphalt-driveway-cost-in-nebraska-local-pricing,hero-faded-asphalt-exposed-stones.webp,B_REPLACE_BULK,rendered,1,2.7,0.04,198.0,
2026-07-29T18:38:45.331325,asphalt-driveway-cost-in-nevada-local-pricing,hero-sun-baked-asphalt-frontage.webp,B_REPLACE_BULK,rendered,1,2.8,0.04,199.6,
2026-07-29T18:38:49.510993,asphalt-driveway-cost-in-new-hampshire-local-pricing,hero-asphalt-edge-form-boards.webp,B_REPLACE_BULK,rendered,1,3.7,0.04,158.4,
2026-07-29T18:38:53.113497,asphalt-driveway-cost-in-new-jersey-local-pricing,hero-sealed-asphalt-wet-sheen.webp,B_REPLACE_BULK,rendered,1,3.1,0.04,155.1,
2026-07-29T18:38:57.874990,asphalt-driveway-cost-in-new-mexico-local-pricing,hero-cracked-asphalt-dry-grass.webp,B_REPLACE_BULK,rendered,1,4.3,0.04,255.1,
2026-07-29T18:39:01.976002,asphalt-driveway-cost-in-new-york-local-pricing,hero-asphalt-patch-repair-closeup.webp,B_REPLACE_BULK,rendered,1,3.6,0.04,259.1,
2026-07-29T18:39:05.197113,asphalt-driveway-cost-in-north-carolina-local-pricing,hero-curved-asphalt-drive-midday.webp,B_REPLACE_BULK,rendered,1,2.7,0.04,400.4,
2026-07-29T18:39:08.976603,asphalt-driveway-cost-in-north-dakota-local-pricing,hero-straight-asphalt-rural-lane.webp,B_REPLACE_BULK,rendered,1,3.3,0.04,175.6,
2026-07-29T18:39:13.993031,asphalt-driveway-cost-in-oklahoma-local-pricing,hero-asphalt-crack-filler-line.webp,B_REPLACE_BULK,rendered,1,4.5,0.04,240.4,
2026-07-29T18:39:22.432400,asphalt-driveway-cost-in-oregon-local-pricing,hero-rain-beaded-asphalt-closeup.webp,B_REPLACE_BULK,rendered,1,7.9,0.04,247.0,
2026-07-29T18:39:26.392661,asphalt-driveway-cost-in-pennsylvania-local-pricing,hero-asphalt-lute-fresh-mat.webp,B_REPLACE_BULK,rendered,1,3.5,0.04,266.2,
2026-07-29T18:39:30.381215,asphalt-driveway-cost-in-rhode-island-local-pricing,hero-short-sealed-asphalt-drive.webp,B_REPLACE_BULK,rendered,1,3.5,0.04,165.2,
2026-07-29T18:39:34.565795,asphalt-driveway-cost-in-south-carolina-local-pricing,hero-roller-marked-fresh-asphalt.webp,B_REPLACE_BULK,rendered,1,3.7,0.04,210.8,
2026-07-29T18:39:39.525313,asphalt-driveway-cost-in-south-dakota-local-pricing,hero-weathered-asphalt-fence-posts.webp,B_REPLACE_BULK,rendered,1,4.5,0.04,156.0,
2026-07-29T18:39:43.230382,asphalt-driveway-cost-in-tennessee-local-pricing,hero-crumbling-asphalt-edge-closeup.webp,B_REPLACE_BULK,rendered,1,3.2,0.04,149.0,
2026-07-29T18:39:47.365376,asphalt-driveway-cost-in-texas-local-pricing,hero-wide-asphalt-drive-midday.webp,B_REPLACE_BULK,rendered,1,3.6,0.04,423.2,
2026-07-29T18:39:51.552870,asphalt-driveway-cost-in-utah-local-pricing,hero-old-new-asphalt-joint.webp,B_REPLACE_BULK,rendered,1,3.7,0.04,179.0,
2026-07-29T18:39:55.545614,asphalt-driveway-cost-in-vermont-local-pricing,hero-asphalt-lane-fallen-leaves.webp,B_REPLACE_BULK,rendered,1,3.5,0.04,468.0,
2026-07-29T18:39:59.099874,asphalt-driveway-cost-in-virginia-local-pricing,hero-clean-edged-sealed-drive.webp,B_REPLACE_BULK,rendered,1,3.0,0.04,306.6,
2026-07-29T18:40:02.630415,asphalt-driveway-cost-in-washington-local-pricing,hero-wet-asphalt-gray-reflection.webp,B_REPLACE_BULK,rendered,1,3.0,0.04,145.7,
2026-07-29T18:40:06.702037,asphalt-driveway-cost-in-wisconsin-local-pricing,hero-cold-patch-pothole-repair.webp,B_REPLACE_BULK,rendered,1,3.6,0.04,215.3,
2026-07-29T18:40:10.629236,asphalt-driveway-cost-in-wyoming-local-pricing,hero-asphalt-ribbon-open-horizon.webp,B_REPLACE_BULK,rendered,1,3.4,0.04,314.0,
2026-07-29T18:40:16.777624,asphalt-driveway-cost-per-square-foot-guide,hero-asphalt-fine-aggregate-texture.webp,B_REPLACE_BULK,rendered,1,5.6,0.04,312.9,
2026-07-29T18:40:20.709852,asphalt-driveway-crack-repair-diy-methods-that-work,hero-asphalt-crack-sealant-line.webp,B_REPLACE_BULK,rendered,1,3.4,0.04,162.3,
2026-07-29T18:40:24.776496,asphalt-driveway-installation-step-by-step-guide,hero-fresh-asphalt-mat-screed-edge.webp,B_REPLACE_BULK,rendered,1,3.6,0.04,247.8,
2026-07-29T18:40:28.040979,asphalt-driveway-lifespan-factors-that-affect-longevity,hero-weathered-asphalt-faded-frontage.webp,B_REPLACE_BULK,rendered,1,2.8,0.04,173.5,
2026-07-29T18:40:31.586160,asphalt-driveway-thickness-residential-vs-commercial,hero-asphalt-layer-edge-profile.webp,B_REPLACE_BULK,rendered,1,3.0,0.04,134.6,
2026-07-29T18:40:36.482556,asphalt-oil-price-impact-on-driveway-costs,hero-asphalt-sealcoat-roller-marks.webp,B_REPLACE_BULK,rendered,1,4.4,0.04,213.1,
2026-07-29T18:40:40.237377,asphalt-overlay-costs-and-considerations,hero-overlay-meets-old-asphalt.webp,B_REPLACE_BULK,rendered,1,3.2,0.04,135.1,
2026-07-29T18:40:43.463737,asphalt-overlay-on-concrete-driveway-can-it-be-done,hero-asphalt-overlay-concrete-joint.webp,B_REPLACE_BULK,rendered,1,2.7,0.04,135.9,
2026-07-29T18:40:47.288481,asphalt-vs-concrete-in-hot-climates-heat-and-uv-resistance,hero-half-asphalt-half-concrete.webp,B_REPLACE_BULK,rendered,1,3.3,0.04,362.9,
2026-07-29T18:40:50.985413,asphalt-vs-gravel-driveway-long-term-cost-analysis,hero-asphalt-edge-meets-gravel.webp,B_REPLACE_BULK,rendered,1,3.2,0.04,106.4,
2026-07-29T18:40:54.745614,average-driveway-replacement-cost-by-material,hero-broken-concrete-slab-edge.webp,B_REPLACE_BULK,rendered,1,3.3,0.04,330.7,
2026-07-29T18:40:57.877023,basalt-driveway,hero-dark-basalt-paver-drive.webp,B_REPLACE_BULK,rendered,1,2.6,0.04,180.1,
2026-07-29T18:41:01.736394,before-and-after-driveway-renovation-photo-gallery-ideas,hero-concrete-half-resurfaced-drive.webp,B_REPLACE_BULK,rendered,1,3.4,0.04,214.9,
2026-07-29T18:41:06.627743,best-budget-driveway-for-clay-soil,hero-gravel-drive-clay-verge.webp,B_REPLACE_BULK,rendered,1,4.4,0.04,237.7,
2026-07-29T18:41:10.187400,best-budget-driveway-for-coastal-homes,hero-shell-gravel-frontage.webp,B_REPLACE_BULK,rendered,1,3.1,0.04,102.6,
2026-07-29T18:41:13.929230,best-budget-driveway-for-sandy-soil,hero-gravel-drive-sandy-shoulder.webp,B_REPLACE_BULK,rendered,1,3.2,0.04,188.4,
2026-07-29T18:41:17.196218,best-budget-driveway-material-for-heavy-snow-regions,hero-broomed-concrete-snow-dusting.webp,B_REPLACE_BULK,rendered,1,2.8,0.04,397.3,
2026-07-29T18:41:22.107310,best-concrete-driveway-sealer-penetrating-vs-film-forming,hero-sealed-concrete-half-sheen.webp,B_REPLACE_BULK,rendered,1,4.4,0.04,232.9,
2026-07-29T18:41:25.818313,best-driveway-designs-on-pinterest-inspiration-board,hero-paver-fan-pattern-frontage.webp,B_REPLACE_BULK,rendered,1,3.2,0.04,129.3,
2026-07-29T18:41:29.912646,best-driveway-for-desert-heat-and-sun-exposure,hero-faded-pale-concrete-sun.webp,B_REPLACE_BULK,rendered,1,3.6,0.04,188.5,
2026-07-29T18:41:33.335188,best-driveway-for-florida-heat-and-humidity,hero-damp-sealed-concrete-drive.webp,B_REPLACE_BULK,rendered,1,2.9,0.04,253.6,
2026-07-29T18:41:38.045241,best-driveway-for-rainy-and-wet-climates,hero-permeable-paver-rain-joints.webp,B_REPLACE_BULK,rendered,1,4.2,0.04,179.5,
2026-07-29T18:41:41.256572,best-driveway-for-texas-heat-and-expansive-clay-soil,hero-sun-baked-cracked-concrete.webp,B_REPLACE_BULK,rendered,1,2.7,0.04,213.5,
2026-07-29T18:41:45.444745,best-driveway-hoa-neighborhoods,hero-neat-sealed-paver-frontage.webp,B_REPLACE_BULK,rendered,1,3.7,0.04,347.1,
2026-07-29T18:41:48.737374,best-driveway-luxury-homes,hero-cobblestone-curved-estate-drive.webp,B_REPLACE_BULK,rendered,1,2.8,0.04,309.0,
2026-07-29T18:41:52.353640,best-driveway-material-for-alaska-homes,hero-sealed-asphalt-snow-cleared-edges.webp,B_REPLACE_BULK,rendered,1,3.1,0.04,77.6,
2026-07-29T18:41:55.583538,best-driveway-material-for-arizona-homes,hero-pale-concrete-drive-bright-sun.webp,B_REPLACE_BULK,rendered,1,2.7,0.04,325.8,
2026-07-29T18:41:59.669246,best-driveway-material-for-arkansas-homes,hero-damp-asphalt-drive-rain-sheen.webp,B_REPLACE_BULK,rendered,1,3.6,0.04,173.8,
